epoch,reward,error
0,1.4092370798741907e-08,6.142722018661952e-08
1,0.000884198577541112,0.0022991494497462423
2,0.038683120933421765,0.11082646862581558
3,0.11094361386629321,0.23294154467306968
4,0.38980078144827074,0.6602920026264607
5,0.6412917280628172,0.6615780720412631
6,0.7830403201138247,1.0379937228536227
7,1.528143627650356,1.3421351528898602
8,2.170614354988389,1.4301285802608021
9,1.8886783407597516,1.4400275069285298
10,2.0970221616840186,1.3663488668403572
11,1.8018066849308874,2.097302300034418
12,2.177249174676091,1.0995389164307552
13,2.326893336769638,1.2665005061997263
14,2.2595285067857835,3.3715000932238754
15,1.351812187819117,3.646178616048222
16,2.1287843908452646,1.2614209327387171
17,1.9271861536287875,1.3359785900087242
18,2.136280330365607,1.1901613232767618
19,2.265300606864227,1.073067352933436
20,2.2080623011019522,1.126497788352096
21,2.52447786843861,1.2147671583367465
22,2.4328051066301377,1.394073049406382
23,2.684209720053235,1.3069069142772554
24,2.4835938092791094,1.1673737521140979
25,2.6259474241672116,1.089332927409679
26,2.2910662147493674,0.9951489269014249
27,2.4364707632761737,1.1782285557779764
28,2.0634469634441275,1.0353617233680212
29,2.015727043621578,1.295790340845413
30,2.129266965075347,0.891288076236535
31,2.486612196779872,1.4757044306887317
32,2.483108028276937,1.09312357743836
33,1.949429364162005,1.0491318177812559
34,2.491805070299781,1.1589696438030033
35,2.2703843378772386,1.0728461234113034
36,1.132631225185107,5.538877677084058
37,2.4098344801150122,0.9644877155935055
38,2.844305299566996,1.2504902400664129
39,1.5841026079013543,3.487238126087242
40,2.430694956228492,1.0603421572569192
41,2.5864888329469293,1.1047694694353218
42,2.540008623573961,1.0029362784074218
43,2.2169469037758245,1.3587833672518728
44,2.619535613241302,1.3635111455899112
45,2.4132379515647733,1.133912898343534
46,2.435514040936991,1.2973377156758892
47,2.584079298129123,1.1914168557825917
48,2.584944765509482,0.962594041688213
49,2.6215401610200955,1.2973673130885681
50,2.071683171932528,0.9607694197990755
51,2.2989542939972276,0.8100541113647698
52,2.824647245319371,1.2867539371007273
53,2.7439025315560093,1.5098368736857966
54,2.719126493429532,0.7991254924538068
55,2.7409970883847827,1.0276094695643152
56,2.6660983400529643,1.2885407834953146
57,2.3381578240222893,1.1679561443174626
58,2.669874309189839,1.332555316991553
59,2.049653207679948,1.182650577277266
60,3.1306846004388302,1.1298461573459153
61,2.7843990329732207,1.2626042336754757
62,2.2698442678534367,3.2250752986626776
63,2.6997388480427054,1.1831146501736085
64,2.085028247820291,1.1074387531661463
65,3.082893097079926,1.0850771291918584
66,2.7303392017753785,0.9588004895514073
67,2.3470701441181667,1.171621195411832
68,2.538435618373311,1.0704345687642303
69,2.372876282217701,1.360182611945863
70,2.5913917022170487,1.1584835381017942
71,2.2133640836676105,0.8555115520694042
72,2.4760010454944976,0.8971779905515367
73,2.068299274695756,0.9798951747633693
74,2.7537498933692635,0.9868289650080384
75,2.728867254302127,1.0079974878917253
76,2.4565925177746024,0.9182213488413827
77,2.63428859772585,1.0219373846437794
78,2.585979021998889,1.1549138108543906
79,2.5519904124556865,1.2253736814361336
80,3.8148706768346123,0.7444508706587869
81,3.8100167046598066,0.6336175476218948
82,3.679664298166756,0.6448122456382744
83,3.4405415300796536,0.7779272087376177
84,3.9041646664558067,0.7067275824069792
85,3.6472903513737505,0.9124776597640359
86,3.702311656381757,0.6777857231062652
87,3.597976996323458,0.9038255210235555
88,3.6837866052486383,0.7975572601535271
89,3.796911608748256,0.8464529938216876
90,3.7864464725762574,0.7107575892061705
91,3.8471662640312574,0.7190843002836641
92,4.171607510935503,0.5815066022169391
93,3.907534636428835,0.7514160474803577
94,4.013647568226003,0.6578098626445197
95,3.7802171576655015,0.5915547046282016
96,3.8789792759621315,0.7446574136966501
97,3.518129325278207,0.6820569711778738
98,4.004024045670727,0.8505399879767797
99,3.786772811920494,0.7597154264442461
