epoch,reward,error
0,8.0,0.0
1,8.2,0.6
2,8.0,0.0
3,8.0,0.0
4,8.0,0.0
5,8.2,0.6
6,8.0,0.0
7,8.0,0.0
8,8.2,0.6
9,8.2,0.6
10,105.6,292.8
11,108.2,300.6
12,108.4,300.5339248737155
13,108.2,300.6
14,108.2,300.6
15,108.4,300.5339248737155
16,108.2,300.6
17,108.6,300.46770209125634
18,108.4,300.5339248737155
19,108.4,300.5339248737155
20,108.2,300.6
21,100.6,277.8
22,108.2,300.6
23,108.2,300.6
24,108.8,300.40133155497165
25,108.4,300.5339248737155
26,108.2,300.6
27,108.4,300.5339248737155
28,108.2,300.6
29,108.6,300.46770209125634
30,108.2,300.6
31,142.0,306.38015601536597
32,108.2,300.6
33,108.2,300.6
34,101.6,280.79999999999995
35,108.2,300.6
36,108.2,300.6
37,99.4,274.19999999999993
38,108.2,300.6
39,108.4,300.5339248737155
40,108.2,300.6
41,108.4,300.5339248737155
42,108.4,300.5339248737155
43,108.4,300.5339248737155
44,108.4,300.5339248737155
45,108.2,300.6
46,108.2,300.6
47,108.2,300.6
48,108.4,300.5339248737155
49,108.2,300.6
50,108.2,300.6
51,108.4,300.5339248737155
52,108.4,300.5339248737155
53,108.2,300.6
54,108.4,300.5339248737155
55,108.2,300.6
56,108.2,300.6
57,108.2,300.6
58,104.8,290.40000000000003
59,108.2,300.6
60,67.2,176.9343381031506
61,108.4,300.5339248737155
62,108.2,300.6
63,108.2,300.6
64,108.2,300.6
65,108.2,300.6
66,108.2,300.6
67,51.6,130.79999999999998
68,108.2,300.6
69,108.2,300.6
70,108.2,300.6
71,108.2,300.6
72,108.4,300.5339248737155
73,208.4,400.80000000000007
74,207.8,399.6022522459052
75,202.4,389.0314126134289
76,308.6,459.1740846345752
77,308.8,459.0435273478976
78,309.0,458.9137173805115
79,308.6,459.1740846345752
80,308.6,459.1740846345752
81,308.6,459.1740846345752
82,308.6,459.1740846345752
83,308.6,459.1740846345752
84,408.8,490.87774445374896
85,398.6,479.2002086810898
86,406.8,488.45896449957803
87,409.0,490.71478477828646
88,498.0,490.9867615323248
89,509.0,501.0
90,509.0,501.0
91,509.0,501.0
92,509.2,500.800319488716
93,509.2,500.800319488716
94,509.2,500.800319488716
95,505.8,497.8822752418488
96,509.0,501.0
97,509.0,501.0
98,509.0,501.0
99,509.0,501.0
