epoch,reward,error
0,-35.47,6.029021479477411
1,-33.37,6.19783026550421
2,-33.42,5.880782260890127
3,-33.19,5.53659642740917
4,-32.52,5.326312044933155
5,-33.53,6.478356273006295
6,-31.33,4.81051972244164
7,-32.09,5.353680976673898
8,-32.52,5.4799270068131385
9,-31.81,5.233918226338657
10,-31.54,5.568518654004851
11,-31.52,4.858971084499268
12,-31.29,5.1658397187678995
13,-31.58,5.157867776513856
14,-31.45,5.778191758673295
15,-31.3,5.395368384086484
16,-30.37,4.8901022484197645
17,-31.86,5.926246704280881
18,-31.31,5.5743968283573055
19,-30.24,4.285137103990956
20,-30.81,5.092533750501805
21,-30.13,4.3003604500088155
22,-30.74,5.158720771664229
23,-30.63,4.953089944670902
24,-29.12,3.9224482150820066
25,-30.15,4.315958757912313
26,-29.66,4.5414094728398995
27,-29.43,3.658565292570299
28,-29.81,4.088263690125675
29,-29.47,4.1338964670151075
30,-28.84,2.56015624523192
31,-29.17,4.017598785344302
32,-29.39,4.390660542560764
33,-28.12,2.534876722840777
34,-28.53,3.2632958799348843
35,-28.15,2.1834605560898046
36,-28.12,3.1345813117544115
37,-27.79,2.1179943342700427
38,-27.87,2.532409919424578
39,-28.08,2.4235511135521772
40,-28.18,2.3764679673835287
41,-27.88,1.996396754154846
42,-28.16,2.331179958733345
43,-28.07,2.3420290348328305
44,-27.9,2.273763400180415
45,-27.47,1.728901385273317
46,-27.93,2.510995818395563
47,-28.2,2.370653918225941
48,-28.01,2.2649282549343583
49,-27.61,1.8862396454321475
50,-27.46,1.6995293466133488
51,-27.7,2.06155281280883
52,-27.69,1.9984744181500045
53,-27.47,1.4996999699939988
54,-27.67,1.9902512404216715
55,-27.7,1.9974984355438177
56,-27.58,1.8009997223764362
57,-27.58,1.7039953051578516
58,-27.67,2.073909351924524
59,-27.86,2.3495531490051476
60,-27.54,1.78
61,-28.0,2.244994432064365
62,-27.7,2.06155281280883
63,-27.73,2.331758992691998
64,-27.77,2.096926322024691
65,-27.68,1.8755265927200286
66,-27.77,2.279714894455006
67,-27.59,1.6798511838850478
68,-28.06,2.667658149013851
69,-27.74,1.9627531683836361
70,-27.58,1.898315042346765
71,-27.31,1.6594878728089573
72,-27.67,2.039877447299225
73,-27.62,1.8589244201957227
74,-27.66,2.0795191751941124
75,-27.8,2.0688160865577196
76,-27.72,2.10276009092811
77,-27.28,1.4905032707109351
78,-27.4,1.6852299546352723
79,-27.81,2.265811113045392
80,-26.1,0.768114574786861
81,-26.05,0.5361902647381805
82,-25.96,0.5986651818838307
83,-25.91,0.6495382975621993
84,-25.82,0.7533923280734943
85,-25.78,0.7011419257183242
86,-25.79,1.0420652570736633
87,-25.72,0.8009993757800316
88,-25.66,1.0219589032832976
89,-25.71,1.1857065404222087
90,-25.55,0.7399324293474373
91,-25.5,0.7549834435270749
92,-25.42,0.8146164741766518
93,-25.49,1.2041179344233688
94,-25.46,0.7539230729988307
95,-25.44,0.875442745129572
96,-25.4,0.7483314773547883
97,-25.31,0.6433506042586734
98,-25.46,1.2760877712759415
99,-25.4,0.66332495807108
