epoch,reward,error
0,-0.35459648440035196,2.6655568279664887
1,-0.001994455565908409,0.6378332747251422
2,-0.17625578294259003,1.654163334728926
3,0.13838699871495366,1.1601553427690512
4,0.02900604382764631,0.7295259802658365
5,0.23656139362567574,0.6330202753768497
6,0.2548372722169441,0.6324839288387054
7,0.17014919722606595,0.4037780307535759
8,0.17063417188824268,0.9185237909859791
9,0.3765357182810968,0.8159080075910342
10,0.29098862005123516,0.726298542093791
11,0.2735981421949637,1.0190635722895862
12,0.3180342232695964,0.7227569539651296
13,0.29481884235360745,0.6020409601812746
14,0.4542795210879831,0.9666903783656188
15,0.29895950252269754,0.7971302235306434
16,0.6081754835906092,0.854366737749599
17,0.484273315484145,0.8069922096274879
18,0.663760229916015,0.9665342022652417
19,0.5852216023870109,0.9358197442125714
20,0.3800101889522833,0.7183430691994658
21,0.6905428176964965,0.9411338925987115
22,0.7350437447433067,0.9292583286878896
23,0.5072583799809852,0.8794616414425013
24,0.7927584706075337,1.031475845272582
25,0.6728835264329416,1.073888257231199
26,0.8799192203076212,1.084179301795582
27,0.8742708807364927,1.1452464241177025
28,0.8232886769271868,1.014212881837104
29,0.8793221427691921,1.111100689831182
30,0.8437254378379103,1.0275459824520197
31,0.829822643169627,1.1712215043230372
32,1.090124959870052,1.254394809282421
33,1.0416533851313476,1.2207150452810962
34,0.9839765622103869,1.1364212469605048
35,1.2719999334341314,1.39706465490326
36,1.2694804885224467,1.3361847828724585
37,1.321278435981463,1.321895235873481
38,1.600586732804798,1.2983674797201037
39,1.5858926396539945,1.3605307136468126
40,1.5987597484738547,1.526710775938199
41,1.726050553589369,1.4570172526676894
42,1.4750876417351901,1.3442711449498241
43,1.7305493655001556,1.4157325367118445
44,2.017393520843367,1.3498700242075123
45,2.012846537701448,1.3267400632769908
46,1.9859765465456045,1.3903971755060758
47,2.108188670406503,1.4639850959977003
48,2.1979188364289155,1.2465423630300956
49,2.172740054928317,1.2720696233594417
50,2.0874937481191784,1.3296128092405515
51,2.1513992904954313,1.4226953028261058
52,2.2131490404807126,1.4757271220213928
53,2.2841650612126525,1.3782902799582772
54,2.555928242438708,1.3313678004652727
55,2.4533746259387166,1.2276377710344926
56,2.505539312867609,1.3909565163640984
57,2.7141656259161033,1.31536917355895
58,2.7856881097169413,1.246950037243088
59,2.5247075930453,1.3060392424451555
60,2.652225129549967,1.3757974996707738
61,2.563013529134578,1.3305832871057492
62,2.992741641289366,1.2974057405127812
63,2.8706280062360445,1.1565009759798281
64,2.8879458779410396,1.2055313341945444
65,2.7819711996696235,1.2073783802774054
66,2.7187862564199925,1.3647384148324615
67,3.042012403568983,1.1311693721593632
68,3.1307197539183274,1.203852647214807
69,2.997186082050034,1.1790166155733242
70,3.143736944504023,1.1071381587870748
71,3.0936983068165413,1.208497693054399
72,3.3882765702523687,0.9818012620275788
73,3.1465844674778882,1.2178330080629423
74,3.321422071737251,1.034965210866209
75,3.177800911506647,1.244456070008404
76,3.3282185239479896,1.1026679701680269
77,3.3223060725880504,1.125823202433424
78,3.4427039018501597,0.9317889106812044
79,3.278291735050833,1.1559106373076788
80,3.415385521106843,0.9670043550617469
81,3.4746029543019556,1.0142659376194902
82,3.4393267289226013,1.0784484454237921
83,3.4197919791888665,0.984187553149328
84,3.5473054950913543,0.928334218427597
85,3.4998894168688626,1.0036836221175467
86,3.618067373777651,1.091366471218423
87,3.5768995370829963,0.9311800476949426
88,3.6791903701288673,0.9192148470688832
89,3.6024482981520807,0.9134257250864172
90,3.560053702075067,0.9348154142423171
91,3.53103013020468,0.9892515349402746
92,3.7334448029676683,0.8089233127380254
93,3.726611457015511,0.8154357025305732
94,3.699225575510768,0.8743141151288096
95,3.6804302847011825,0.8273899195688993
96,3.7659043333677427,0.8832937730781889
97,3.7794223948960064,0.9140702038528143
98,3.593385906662226,1.0899571138987432
99,3.594201710081977,1.0338814292786305
