epoch,reward,error
0,0.4486629896309917,0.8249858046837963
1,0.8514341082599244,1.1379700437885885
2,1.1942960626002657,1.5098205518671042
3,1.3188719353997562,1.4642329345842942
4,1.3877469392699127,1.520656986056433
5,1.6369555741227817,1.4832093797014805
6,1.3308827225228514,1.5476820136333542
7,1.306753996858337,1.4977716921000388
8,1.6092196955734475,1.3448227155471202
9,1.5712666137607505,1.5378744711339012
10,1.5112184539745777,1.4323371438484438
11,1.3063234225956182,2.238951729653419
12,1.80511252827768,1.5433518473415442
13,1.5636861101915036,1.6806805094489141
14,1.4764266065261953,2.152357224182852
15,1.720619545958782,1.8150238717537632
16,1.8749893890829639,1.3445130095218205
17,1.9005395538123449,1.4856937176731488
18,1.7440473643034615,1.633250475569803
19,1.5750974491247185,2.157175347467352
20,2.970929688001874,1.5663723350239762
21,2.946630848279276,1.5947680313499741
22,3.2024039247553064,1.508897693019162
23,3.0409481409226267,1.5631581286910723
24,3.0504275304127737,1.506588938589715
25,3.077915527897113,1.5065522593105665
26,2.989952655921995,1.407644880489325
27,2.9104992870132484,1.519342128956291
28,3.104786579363377,1.5134784174864335
29,3.0327847813177597,1.4564183235903678
30,2.987499274767427,1.5364968044098797
31,3.006346455181384,1.3721790142760824
32,2.953659746726129,1.4275242859428883
33,3.00110201879924,1.4826575150645978
34,2.965009041655345,1.4606747266380202
35,3.136707283425985,1.4832846512893603
36,2.877828537706518,1.6297735671020028
37,3.0470804331492976,1.5433910538513134
38,3.003765741333226,1.4747291488637084
39,3.094975953992549,1.5008683160103737
40,3.008281041612489,1.4822634339439933
41,3.0972989991047313,1.536255374172843
42,2.960355958360976,1.5940614866975624
43,3.0953687416425852,1.4549658986266665
44,3.0764960712246254,1.5749048895558893
45,3.167918412571214,1.4168689443635891
46,3.083948474430572,1.4738159514412679
47,3.1110533109981238,1.476804244831831
48,3.1964481377399316,1.4956094528558919
49,3.0831698481366363,1.3497596818392457
50,3.1543224930512195,1.5253186723270082
51,2.941614192074,1.4619439333000595
52,2.868964585837526,1.6234319822088354
53,3.091915548048322,1.5575339126241825
54,2.965529665876588,1.4542090323755281
55,3.026360612277468,1.4956571435931196
56,2.959642221298284,1.5291942056343775
57,3.041002930163228,1.535586904210024
58,3.019906560193036,1.4051687364963013
59,3.0737355657639913,1.5260086875715946
60,3.0120724287773686,1.5540666030846313
61,3.1743486892202344,1.4042658050534578
62,3.187470335796774,1.4657831766240195
63,3.1686394610309243,1.4677769282439181
64,2.946721445010252,1.527525295171573
65,3.027394042205629,1.4940379213944306
66,2.7777386970962117,1.4263970034361482
67,2.865968711133183,1.5457795724571621
68,3.1558783242660526,1.3872369116538186
69,3.051433536289157,1.3992783123149928
70,3.06689669960418,1.5140521522719388
71,3.211746998081159,1.4500099771440604
72,3.0291880418003267,1.492784827665819
73,3.0822918629734573,1.4855445190293588
74,3.102624456498144,1.53561963113353
75,3.155705369425675,1.4408652419089696
76,3.2314978158853673,1.4703427473781148
77,3.0014853926739082,1.5279001205945528
78,3.1197023084062447,1.4040886563904633
79,3.159193646756249,1.4040572179088364
80,3.0149387133281613,1.5164155868962421
81,3.2024641444281667,1.5556394049455746
82,3.12816445167899,1.4820531672140094
83,3.053037152435634,2.173028768548546
84,3.1410934050789074,1.426661843474862
85,3.15771620705772,1.468645785505997
86,3.1124201250553067,1.468517799326473
87,2.99396694545487,1.576240914650541
88,3.2080722840693743,1.4132955086362875
89,3.082466704262851,1.3380252675087454
90,3.0703284797060104,1.4817403081472365
91,3.1254760915695448,1.480230592749748
92,3.0596190502086325,1.4946936387428569
93,3.1204672883140456,1.5999427790832674
94,3.227894808689507,1.442589935658472
95,3.1692600259518766,1.473062564106727
96,3.0747983776015446,1.4483141904350776
97,3.036189521180098,1.412923480317919
98,3.1629271421798237,1.4954905388611548
99,3.121984390616242,1.3902927650491683
